-11.623,14.931,38.058,-11.802,13.977,7.093,-4.5598,-11.295,13.858,-3.2783,16.51,14.901,22.709,10.55,-8.4937,2.1756,0.2682199999999999,-3.6955,-9.0301,3.5167,-3.6061,12.338,11.086,12.428,-2.5332,-14.782,-3.4869,-1.4901,-18.15,1.9968,9.2685,16.719,23.305,14.842,-2.3544,-0.80466,10.729,10.133,14.216,13.798,30.756,22.352,17.554000000000002,9.8646,-2426.3,23.812,7.6294,15.229,30.369,21.487,19.938,26.077,14.961,13.947,37.402,33.915,20.176,16.063,31.263,24.259,26.822,29.773000000000003
-16.212,8.0764,25.57,-13.53,3.8147,3.6955,-8.5533,-13.62,11.295,-6.2287,10.699000000000002,6.9141,13.351,2.265,-5.2452,4.2021,-2.0862,-7.0632,-11.265,-1.4901,-10.401,3.2783,19.58,2.5928,-0.2682199999999999,-13.739,-0.2086199999999999,-1.4007,-18.805,-1.9073,4.977,13.351,15.467,12.964,-2.116,-0.7450600000000001,10.043,9.0897,12.1,12.338,29.296,17.554000000000002,13.59,9.8646,-1769.7,24.05,6.1393,13.918,28.819000000000003,23.574,13.798,20.087,10.252,14.484000000000002,38.028,31.173,22.978,6.4075,19.789,15.497,27.776,33.556999999999995
-17.136,8.1956,37.998000000000005,-12.726,-2.2054,5.7817,-12.219,-17.107,7.8678,-9.3579,6.7055,1.1027,3.4273,-0.029802,-12.189,0.2086199999999999,0.0,-6.7353,-14.095999999999998,-3.3081,-14.544,-0.41723,6.1989,-7.3612,0.029802,-12.666,1.3113,-0.8642700000000001,-18.805,-3.0696,2.1458,22.858,20.832,18.418,-0.11921,2.3544,12.04,9.5069,12.01,12.07,30.13,21.547,19.401,15.557,-1500.6,25.839,8.3148,14.365,27.597,18.865,19.968,28.074,20.802,18.358,37.104,33.081,10.639,16.302,31.114,21.517,26.703000000000003,30.398000000000003
-26.762,1.9073,23.514,-18.418,-3.9637,-2.8014,-20.444000000000003,-23.812,7.0035,-11.504,7.3314,4.5002,10.49,9.3579,-16.928,-4.5896,-1.8477,-8.1062,-13.62,-2.3544,-10.759,4.8578,30.309,-0.83447,-4.9174,-14.812,-2.8312,-0.47684,-18.537,-1.0729,6.9141,14.693,22.411,18.000999999999998,-0.83447,2.6822,11.027,7.1824,11.951,10.312,28.7,25.362,22.65,15.616,-1349.9,26.673,8.8811,14.126,29.832,18.746,26.643,33.379,23.574,21.696,40.084,32.008,12.994000000000002,26.911,41.36600000000001,28.223000000000003,28.67,30.994
-21.517,8.0764,31.918000000000003,-13.053,1.9372,2.712,-11.235,-15.527,9.0301,-9.0003,8.0764,6.5267,13.649,12.07,-5.573,2.5332,2.265,-8.5831,-15.08,-1.9073,-9.7454,6.5863,23.335,10.997,2.7716,-12.428,-0.92387,-1.6987,-18.746,0.23842,7.0333,22.739,12.398,15.408,-0.98348,0.2682199999999999,9.7156,7.1228,13.143,13.351,34.302,20.266,18.09,12.577,-682.8,24.587,7.1824,14.037,32.753,27.061,18.03,25.57,17.464000000000002,20.742,41.604,34.69,26.137,14.991,27.806,26.226,32.783,35.316
-20.534,7.837999999999999,33.14,-9.0301,3.6955,1.7285,-5.126,-10.282,13.679,-5.8413,10.401,6.1989,14.067,13.62,-6.3777,6.0797,9.805,-5.0366,-13.113,-1.3411,-10.58,7.837999999999999,31.948,-16.57,7.5102,-10.163,-2.6226,-1.1325,-19.491,-1.3709,2.7418,8.8811,12.189,18.477,-1.6093,1.1325,11.533,8.3745,11.832,10.222,29.087,20.623,17.136,12.398,-1527.3,24.587,6.1095,12.964,30.369,25.243,18.984,24.587,15.587,18.626,39.458,31.829,25.004,14.156,22.59,21.845,30.041,38.415
-8.9407,16.6,40.114,-6.0201,6.1095,4.3213,-3.3081,-8.2254,14.305,-3.2485,12.547,11.414,21.935,19.521,-14.871,1.6391,4.7982,-7.5102,-11.861,1.4305,-6.4671,14.454,26.613000000000003,9.5069,-1.5795,-12.398,-2.5928,-0.50664,-17.107,0.77486,7.7784,0.8642700000000001,26.613000000000003,18.775,-1.0729,0.44703,11.921,9.0599,13.918,8.3745,29.325,27.567,20.862,12.636,-1241.4,23.454,6.7353,12.636,28.819000000000003,21.636,24.736,27.061,16.212,16.868,38.385,35.226,10.073,21.458,30.071,25.213,28.104,36.597
-12.487,16.063,36.865,-13.202,9.4473,7.2718,-6.6161,-12.964,11.116,-5.9307,12.785,11.146,19.938,18.000999999999998,-8.8811,0.89407,1.8477,-11.742,-14.037,0.17881,-5.1856,11.802,8.9705,-0.7450600000000001,2.2948,-13.143,4.7386,0.2086199999999999,-16.183,2.2054,12.159,30.905,26.286,18.507,0.0,3.0398,13.977,14.633,18.299,14.961,35.882,26.405,23.365,15.944,-1296.7,28.7,13.53,19.789,36.478,28.372,25.362,28.968000000000004,19.521,23.305,44.465,37.64,19.401,28.312,36.001,31.322,34.511,39.041
-14.126,14.126,44.107,-9.5963,13.5,3.0398,-4.4703,-10.729,11.772,-6.9737,13.59,14.395,23.454,16.987000000000002,-3.0994,4.9472,6.2287,-9.0301,-15.259,1.4603,-1.7881,15.05,31.859,19.759,5.6326,-9.5367,7.8678,1.2517,-14.901,5.6028,15.229,19.908,25.302,22.978,4.6194,6.0201,15.646,14.395,19.491,19.968,41.36600000000001,29.296,26.435,19.848,-1697.7,30.488000000000003,14.514,21.785,39.339,33.766,31.531,34.779,24.766,27.806,50.63399999999999,40.531,31.799,36.567,40.233,37.342,43.541,49.025
-18.954,7.837999999999999,32.067,-12.457,-2.1458,3.9041,-7.1824,-11.086,7.987,-11.384,6.9141,7.3314,16.183,12.1,-3.8445,4.0233,3.2485,-13.411,-18.865,-0.98348,-6.4969,11.593,33.23,-3.1292,6.3777,-11.355,0.50664,-0.83447,-17.375,2.861,13.173,30.13,28.878,20.981,1.6093,2.6524,11.146,13.5,17.792,16.689,40.352,27.15,24.438,17.136,-1695.8,28.461,10.282,19.848,36.12,32.604,30.488000000000003,32.276,22.799,25.809,48.667,40.054,30.309,34.75,38.594,38.087,44.465,49.472
